Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
5,12.88,12.88,1,12.51,12.51,6,12.98,12.98,4,12.77,12.77,3,12.62,,2,12.54,12.54
6,9.37,22.25,1,9.23,21.74,5,9.16,22.14,4,9.28,22.05,3,9.34,,2,9.30,21.84
5,9.16,31.41,1,9.20,30.94,4,9.13,31.27,3,9.18,31.23,2,9.16,,5,9.57,31.41
5,9.21,40.62,1,9.19,40.13,4,9.21,40.48,3,9.13,40.36,2,9.12,,6,9.54,40.95
5,9.12,49.74,1,9.07,49.20,4,9.01,49.49,3,9.03,49.39,2,9.06,,6,9.10,50.05
5,9.17,58.91,1,8.92,58.12,4,9.01,58.50,3,8.87,58.26,2,8.94,,6,8.97,59.02
6,9.40,1:08.31,1,9.07,1:07.19,4,9.12,1:07.62,3,9.26,1:07.52,2,9.16,,5,9.23,1:08.25
5,9.81,1:18.12,1,9.02,1:16.21,3,9.21,1:16.83,2,9.02,1:16.54,6,27.26,,4,9.13,1:17.38
5,10.17,1:28.272,1,9.16,1:25.352,3,9.54,1:26.346,2,9.31,1:25.829,6,28.94,,4,9.80,1:27.148
