HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
1,6.78,6.78,2,6.88,6.88,3,7.02,7.02,4,7.24,7.24
1,8.93,15.71,2,9.01,15.89,3,8.92,15.94,4,8.78,16.02
1,8.53,24.24,3,8.93,24.82,2,8.80,24.74,4,8.82,24.84
1,8.65,32.89,4,9.09,33.91,2,8.86,33.60,3,8.88,33.72
1,8.87,41.76,4,9.17,43.08,2,9.06,42.66,3,9.10,42.82
