HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.91,6.91,2,7.04,7.04,3,7.19,7.19,5,7.41,7.41,4,7.38,
1,8.98,15.89,2,8.95,15.99,4,9.01,16.20,5,9.15,16.56,3,8.69,
1,8.52,24.41,2,8.50,24.49,4,8.60,24.80,5,8.70,25.26,3,8.51,
1,8.54,32.95,3,8.59,33.08,4,8.75,33.55,5,8.90,34.16,1,8.37,
0,,PHOTO,0,,PHOTO,4,8.83,42.38,4,9.31,43.452,3,8.89,
