Shawn TING POSITION,Shawn TING LAP TIME,Shawn TING ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,Mark PRINSEN POSITION,Mark PRINSEN LAP TIME,Mark PRINSEN ELAPSED TIME
4,7.73,7.73,1,7.05,7.05,5,7.84,7.84,2,7.18,7.18,3,7.58,7.58
5,10.97,18.70,1,9.22,16.27,4,10.52,18.36,2,9.26,16.44,3,9.35,16.93
5,10.33,29.03,1,8.89,25.16,4,10.15,28.51,2,8.85,25.29,3,8.85,25.78
5,29.18,58.21,1,9.07,34.23,4,10.44,38.95,2,9.03,34.32,3,9.17,34.95
5,16.96,1:15.169,2,9.77,43.997,4,10.90,49.847,1,9.46,43.780,3,9.53,44.479
