Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
4,13.44,13.44,3,13.33,13.33,2,13.24,13.24,1,13.05,13.05
4,10.37,23.81,3,10.36,23.69,2,10.33,23.57,1,10.45,23.50
4,10.34,34.15,3,10.38,34.07,1,10.24,33.81,2,10.44,33.94
4,10.12,44.27,3,10.17,44.24,1,10.21,44.02,2,10.20,44.14
4,9.69,53.96,3,9.61,53.85,1,9.60,53.62,2,9.58,53.72
4,9.32,1:03.28,3,9.29,1:03.14,1,9.25,1:02.87,2,9.26,1:02.98
4,9.21,1:12.49,3,9.09,1:12.23,1,9.08,1:11.95,2,9.19,1:12.17
4,9.39,1:21.88,2,8.92,1:21.15,1,9.09,1:21.04,3,9.24,1:21.41
4,9.86,1:31.736,2,9.17,1:30.315,1,9.25,1:30.284,3,9.42,1:30.824
