Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME
1,6.710,6.710,4,7.370,7.370,2,6.810,6.810,3,6.880,6.880
1,9.110,15.830,2,8.610,15.990,3,9.520,16.340,4,9.750,16.630
1,9.080,24.910,2,8.950,24.940,3,8.820,25.160,4,8.970,25.600
1,8.990,33.910,2,9.050,33.990,3,9.060,34.220,4,9.090,34.700
1,9.090,43.000,3,9.320,43.320,2,8.970,43.200,4,9.640,44.340
