BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Mykyta SOKOLOV POSITION,Mykyta SOKOLOV LAP TIME,Mykyta SOKOLOV ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
1,7.07,7.07,3,7.18,7.18,2,7.15,7.15,4,7.55,7.55,5,7.59,7.59
1,9.26,16.33,3,9.34,16.52,2,9.27,16.42,5,9.69,17.24,4,9.51,17.10
2,9.03,25.36,3,8.84,25.36,1,8.92,25.34,5,9.41,26.65,4,8.99,26.09
3,9.84,35.20,2,9.62,34.98,1,9.35,34.69,5,9.55,36.20,4,9.20,35.29
0,,PEN,2,9.19,44.161,1,9.36,44.044,4,9.84,46.038,3,9.35,44.637
