ZYLINSKA Beata POSITION,ZYLINSKA Beata LAP TIME,ZYLINSKA Beata ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
2,16.184,16.184,3,16.196,16.196,1,16.113,16.113,4,16.239,16.239
4,12.327,28.511,2,12.172,28.367,1,12.127,28.239,3,12.160,28.399
4,11.276,39.787,3,11.417,39.784,2,11.421,39.659,1,11.181,39.579
1,11.732,51.518,4,11.848,51.632,2,11.859,51.518,3,11.949,51.528
4,11.092,1:02.610,3,10.915,1:02.547,2,10.918,1:02.435,1,10.642,1:02.170
4,10.170,1:12.779,3,10.071,1:12.617,2,9.904,1:12.339,1,10.063,1:12.232
4,10.393,1:23.171,3,10.173,1:22.790,1,10.190,1:22.528,2,10.331,1:22.563
4,11.003,1:34.174,3,10.362,1:33.151,2,10.537,1:33.065,1,10.331,1:32.894
4,11.70,1:45.873,3,10.85,1:44.001,2,10.47,1:43.531,1,10.60,1:43.490
