Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,7.11,7.11,3,7.24,7.24,2,7.18,7.18,4,7.27,7.27
4,9.79,16.90,3,9.55,16.79,1,9.38,16.56,2,9.29,16.56
4,9.30,26.20,3,8.87,25.66,1,8.76,25.32,2,8.84,25.40
4,9.15,35.35,3,8.93,34.59,1,8.65,33.97,2,8.67,34.07
4,9.29,44.640,3,9.32,43.909,1,8.67,42.636,2,8.66,42.727
