JIN Liang POSITION,JIN Liang LAP TIME,JIN Liang ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME,Aliaksandr VOLKAU POSITION,Aliaksandr VOLKAU LAP TIME,Aliaksandr VOLKAU ELAPSED TIME
1,6.95,6.95,3,7.21,7.21,2,7.05,7.05,4,7.31,7.31
1,8.95,15.90,4,9.24,16.45,2,8.99,16.04,3,9.02,16.33
1,8.69,24.59,4,8.87,25.32,2,8.64,24.68,3,8.70,25.03
1,8.80,33.39,4,8.83,34.15,2,8.78,33.46,3,8.81,33.84
1,8.97,42.36,4,8.97,43.107,2,9.08,42.54,3,9.15,42.989
