Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME
1,6.70,6.70,2,6.88,6.88,3,7.17,7.17,5,7.31,7.31,4,7.30,7.30
1,8.95,15.65,2,8.97,15.85,3,8.83,16.00,5,9.03,16.34,4,9.00,16.30
1,8.54,24.19,2,8.52,24.37,3,8.45,24.45,5,8.68,25.02,4,8.57,24.87
1,8.78,32.97,2,8.75,33.12,3,8.82,33.27,5,8.53,33.55,4,8.64,33.51
1,8.99,41.952,4,9.05,42.163,2,8.75,42.019,3,8.55,42.099,5,9.25,42.754
