Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Natsagnyam DUUREN POSITION,Natsagnyam DUUREN LAP TIME,Natsagnyam DUUREN ELAPSED TIME
1,14.102,14.102,3,14.347,14.347,2,14.198,14.198,4,15.296,15.296
2,10.761,24.863,1,10.392,24.738,3,10.669,24.866,4,11.982,27.278
1,10.363,35.225,2,10.530,35.268,3,10.432,35.297,4,11.717,38.994
3,10.509,45.734,2,10.452,45.720,1,10.394,45.691,4,11.647,50.641
2,10.419,56.152,1,10.343,56.063,3,10.490,56.180,4,12.516,1:03.157
1,10.322,1:06.474,3,10.529,1:06.592,2,10.390,1:06.569,4,13.498,1:16.654
1,9.902,1:16.375,3,10.459,1:17.051,2,10.399,1:16.968,4,12.915,1:29.569
1,10.317,1:26.692,3,10.597,1:27.647,2,10.191,1:27.159,4,12.950,1:42.518
1,10.80,1:37.492,3,10.65,1:38.288,2,10.81,1:37.960,4,13.02,1:55.538
