HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
1,6.72,6.72,2,6.82,6.82,3,6.92,6.92,4,7.17,7.17,5,7.26,7.26
1,8.92,15.64,3,9.13,15.95,2,8.92,15.84,4,8.90,16.07,5,8.90,16.16
1,8.27,23.91,3,8.25,24.20,2,8.22,24.06,4,8.36,24.43,5,8.40,24.56
1,8.33,32.24,3,8.25,32.45,2,8.29,32.35,4,8.16,32.59,5,8.33,32.89
1,8.56,40.80,0,8.48,40.93,2,8.52,40.87,0,8.36,40.95,5,8.50,41.392
