Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Munkhamidral GANBAT POSITION,Munkhamidral GANBAT LAP TIME,Munkhamidral GANBAT ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
1,6.600,6.600,2,6.920,6.920,3,7.050,7.050,4,7.230,7.230
1,8.990,15.600,2,9.050,15.980,3,9.050,16.100,4,11.050,18.280
1,8.590,24.190,2,8.500,24.480,3,8.960,25.070,4,10.370,28.650
1,8.720,32.920,2,8.610,33.100,3,8.990,34.060,4,10.500,39.150
1,8.930,41.860,2,8.910,42.010,3,9.870,43.930,4,11.120,50.280
