MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
2,13.25,13.25,3,13.36,13.36,1,13.14,13.14,4,13.44,13.44,5,13.62,13.62
2,10.25,23.50,3,10.24,23.60,1,10.26,23.40,4,10.26,23.70,5,10.17,23.79
3,10.20,33.70,2,10.08,33.68,1,10.23,33.63,5,10.16,33.86,4,10.03,33.82
3,9.87,43.57,2,9.78,43.46,1,9.80,43.43,5,9.97,43.83,4,9.87,43.69
3,9.71,53.28,2,9.70,53.16,1,9.64,53.07,5,9.64,53.47,4,9.68,53.37
3,9.75,1:03.03,2,9.77,1:02.93,1,9.76,1:02.83,5,9.77,1:03.24,4,9.74,1:03.11
3,9.85,1:12.88,2,9.77,1:12.70,1,9.78,1:12.61,5,9.77,1:13.01,4,9.80,1:12.91
4,10.06,1:22.94,2,9.77,1:22.47,1,9.76,1:22.37,5,10.06,1:23.07,3,9.64,1:22.55
3,10.24,1:33.179,2,10.01,1:32.476,1,9.84,1:32.207,4,10.28,1:33.341,0,,PEN
