Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.84,6.84,2,6.94,6.94,3,7.24,7.24,4,7.46,7.46
2,9.07,15.91,1,8.88,15.82,3,9.21,16.45,4,9.10,16.56
2,8.53,24.44,1,8.52,24.34,3,8.57,25.02,4,9.42,25.98
2,8.74,33.18,1,8.58,32.92,3,8.76,33.78,4,13.48,39.46
2,9.34,42.518,1,8.80,41.714,3,9.11,42.885,4,22.94,1:02.399
