START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.05,8.05,3,8.16,8.16,4,8.28,8.28,5,8.43,8.43,2,8.14,8.14,6,8.64,8.64,7,8.76,8.76,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,11.18,19.23,4,11.39,19.55,5,11.36,19.64,6,11.28,19.71,3,11.25,19.39,2,10.66,19.30,7,11.04,19.80,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
2,10.12,29.35,5,10.10,29.65,6,10.02,29.66,7,10.15,29.86,3,10.13,29.52,1,9.98,29.28,4,9.83,29.63,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
2,9.73,39.08,7,10.01,39.66,5,9.76,39.42,6,9.68,39.54,4,9.81,39.33,3,9.93,39.21,1,9.33,38.96,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
2,9.48,48.56,7,9.46,49.12,5,9.49,48.91,6,9.46,49.00,4,9.45,48.78,3,9.43,48.64,1,9.53,48.49,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
2,9.44,58.00,7,9.37,58.49,5,9.38,58.29,6,9.39,58.39,4,9.38,58.16,1,9.25,57.89,3,9.52,58.01,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.25,1:07.25,7,9.29,1:07.78,5,9.32,1:07.61,6,9.30,1:07.69,4,9.34,1:07.50,2,9.45,1:07.34,3,9.41,1:07.42,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.53,1:16.78,7,9.62,1:17.40,4,9.50,1:17.11,6,9.59,1:17.28,3,9.49,1:16.99,2,9.53,1:16.87,5,9.70,1:17.12,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.48,1:26.26,7,9.47,1:26.87,4,9.41,1:26.52,6,9.49,1:26.77,3,9.44,1:26.43,2,9.47,1:26.34,5,9.54,1:26.66,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.46,1:35.72,7,9.43,1:36.30,4,9.49,1:36.01,6,9.43,1:36.20,3,9.48,1:35.91,2,9.46,1:35.80,5,9.43,1:36.09,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.26,1:44.98,7,9.28,1:45.58,4,9.17,1:45.18,6,9.26,1:45.46,2,9.17,1:45.08,3,9.29,1:45.09,5,9.27,1:45.36,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.11,1:54.09,6,9.17,1:54.75,2,9.00,1:54.18,5,9.10,1:54.56,7,10.99,1:56.07,4,9.45,1:54.54,3,9.17,1:54.53,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,8.95,2:03.04,5,9.21,2:03.96,2,8.95,2:03.13,3,8.64,2:03.20,7,20.15,2:16.22,6,9.65,2:04.19,4,9.40,2:03.93,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
1,9.03,2:12.071,5,9.63,2:13.585,3,9.06,2:12.186,2,8.91,2:12.111,6,15.07,2:31.283,0,,PEN,4,9.58,2:13.501,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,2
