Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
1,13.02,13.02,4,13.26,13.26,2,13.06,13.06,3,13.23,13.23
2,10.18,23.20,4,10.12,23.38,1,10.05,23.11,3,10.08,23.31
3,10.23,33.43,4,10.05,33.43,1,10.21,33.32,2,10.10,33.41
1,9.55,42.98,4,9.91,43.34,2,9.76,43.08,3,9.79,43.20
1,9.84,52.82,4,9.79,53.13,2,9.83,52.91,3,9.82,53.02
1,10.02,1:02.84,4,10.02,1:03.15,2,10.03,1:02.94,3,10.01,1:03.03
1,9.89,1:12.73,4,9.89,1:13.04,2,9.89,1:12.83,3,9.88,1:12.91
1,9.58,1:22.31,4,9.60,1:22.64,2,9.58,1:22.41,3,9.60,1:22.51
1,9.78,1:32.089,4,9.71,1:32.347,3,9.83,1:32.231,2,9.61,1:32.114
