Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
3,7.45,7.45,1,7.12,7.12,4,7.67,7.67,2,7.18,7.18
3,9.70,17.15,2,9.58,16.70,4,9.78,17.45,1,9.40,16.58
3,9.24,26.39,2,8.98,25.68,4,9.36,26.81,1,8.91,25.49
3,9.43,35.82,2,9.16,34.84,4,9.54,36.35,1,9.22,34.71
3,9.68,45.493,2,9.47,44.309,4,9.94,46.283,1,9.45,44.159
