CHUNG_FALSCH Hsiao-Ying POSITION,CHUNG_FALSCH Hsiao-Ying LAP TIME,CHUNG_FALSCH Hsiao-Ying ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Toko NANRI POSITION,Toko NANRI LAP TIME,Toko NANRI ELAPSED TIME
2,7.92,7.92,1,7.62,7.62,3,8.07,8.07
2,10.14,18.06,1,9.75,17.37,3,10.30,18.37
2,9.58,27.64,1,9.27,26.64,3,9.71,28.08
2,9.68,37.32,1,9.25,35.89,3,9.86,37.94
2,10.03,47.346,1,9.55,45.433,3,10.11,48.046
