SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.620,6.620,2,6.760,6.760,4,6.930,6.930,3,6.840,6.840,5,7.060,7.060
1,9.300,15.930,2,9.230,16.000,4,9.340,16.270,3,9.280,16.120,5,9.520,16.590
2,9.050,24.980,1,8.950,24.950,4,8.950,25.230,3,8.960,25.090,5,8.950,25.540
1,9.120,34.110,3,9.240,34.200,4,9.120,34.350,2,9.060,34.150,5,9.180,34.720
1,9.310,43.430,4,9.620,43.820,3,9.310,43.670,2,9.500,43.650,5,9.480,44.200
