FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,7.17,7.17,2,7.29,7.29,3,7.51,7.51,4,7.67,7.67
1,9.33,16.50,2,9.30,16.59,3,9.34,16.85,4,9.26,16.93
1,8.89,25.39,2,8.89,25.48,3,8.83,25.68,4,8.80,25.73
1,9.12,34.51,2,9.11,34.59,4,9.14,34.82,3,9.00,34.73
1,9.28,43.790,2,9.25,43.838,3,9.16,43.975,4,9.26,43.983
