LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
2,6.81,6.81,4,7.42,7.42,3,7.10,7.10,1,6.79,6.79
2,9.04,15.85,3,9.57,16.99,4,17.94,25.04,1,8.97,15.76
2,8.67,24.52,3,9.34,26.33,4,22.13,47.17,1,8.64,24.40
2,8.72,33.24,3,9.39,35.72,4,14.57,1:01.74,1,8.67,33.07
2,8.79,42.024,3,9.61,45.327,4,14.87,1:16.609,1,8.88,41.943
