Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Yugo SHINOHARA POSITION,Yugo SHINOHARA LAP TIME,Yugo SHINOHARA ELAPSED TIME
4,15.4513,15.4513,3,14.9366,14.9366,2,14.9332,14.9332,1,14.7122,14.7122
4,11.0959,26.5472,2,11.3844,26.3210,3,11.5491,26.4823,1,11.5176,26.2298
4,11.2332,37.7804,3,11.3927,37.7137,2,11.2181,37.7004,1,11.2480,37.4778
3,10.7672,48.5476,4,10.8987,48.6124,2,10.8254,48.5258,1,10.9000,48.3778
4,10.1033,58.6509,3,9.8749,58.4873,2,9.8804,58.4062,1,9.9402,58.3180
4,9.5105,1:08.1614,1,9.1401,1:07.6274,3,9.3766,1:07.7828,2,9.3434,1:07.6614
4,9.1859,1:17.3473,2,8.9837,1:16.6111,3,9.2444,1:17.0272,1,8.6960,1:16.3574
1,8.5177,1:25.8650,4,9.4535,1:26.0646,3,8.9818,1:26.0090,2,9.5832,1:25.9406
4,11.29,1:37.151,1,9.30,1:35.363,3,9.54,1:35.548,2,9.51,1:35.443
