START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
6,8.780,8.780,3,8.460,8.460,4,8.500,8.500,2,8.180,8.180,1,8.020,8.020,5,8.720,8.720,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.480,19.260,4,10.570,19.030,3,10.410,18.920,2,10.670,18.850,1,10.510,18.530,6,10.860,19.590,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.830,30.090,3,10.860,29.900,4,11.040,29.970,1,10.550,29.410,2,11.280,29.810,6,10.530,30.130,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,11.150,41.250,4,11.290,41.200,3,11.060,41.030,2,11.550,40.960,1,11.090,40.900,6,11.230,41.360,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.620,51.880,1,9.900,51.110,4,10.760,51.800,3,10.720,51.690,2,10.710,51.620,6,10.650,52.020,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.000,1:01.890,1,10.360,1:01.470,4,9.880,1:01.690,2,9.860,1:01.560,3,9.940,1:01.560,6,10.630,1:02.660,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.130,1:12.030,2,10.100,1:11.580,3,10.090,1:11.780,4,10.250,1:11.810,1,9.930,1:11.500,6,11.170,1:13.830,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.220,1:22.250,1,10.090,1:21.670,2,10.150,1:21.940,3,10.150,1:21.960,4,10.550,1:22.060,6,11.440,1:25.270,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
5,10.400,1:32.660,2,10.740,1:32.410,3,10.540,1:32.480,4,10.630,1:32.600,1,9.970,1:32.030,6,11.360,1:36.630,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
4,10.150,1:42.810,3,10.290,1:42.710,5,10.690,1:43.180,2,10.100,1:42.700,1,10.110,1:42.150,6,11.480,1:48.120,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
3,10.560,1:53.370,2,10.640,1:53.350,4,10.280,1:53.470,5,10.900,1:53.610,1,10.530,1:52.690,6,11.480,1:59.600,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
2,10.340,2:03.710,3,10.410,2:03.770,4,10.750,2:04.230,5,11.000,2:04.620,1,10.520,2:03.210,6,11.620,2:11.220,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
3,10.670,2:14.390,2,9.980,2:13.750,4,10.450,2:14.680,5,11.400,2:16.020,1,10.200,2:13.410,6,11.850,2:23.080,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
2,10.740,2:25.130,5,17.910,2:31.670,3,10.500,2:25.190,4,11.730,2:27.750,1,10.770,2:24.190,6,12.230,2:35.310,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1500m(2),w,Heats,4
