HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.76,6.76,2,6.89,6.89,3,7.01,7.01,4,7.14,7.14
1,8.61,15.37,2,8.58,15.47,3,8.57,15.58,4,8.57,15.71
1,8.09,23.46,2,8.09,23.56,3,8.30,23.88,4,8.24,23.95
1,8.21,31.67,2,8.19,31.75,3,8.31,32.19,4,8.42,32.37
1,,40.091,2,,40.140,3,8.41,40.581,4,8.70,41.046
