Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME
1,13.60,13.60,2,13.70,13.70,3,13.88,13.88,5,14.12,14.12,3,13.88,13.88
1,10.40,24.00,2,10.41,24.11,4,10.51,24.39,5,10.37,24.49,3,10.36,24.24
1,9.89,33.89,3,9.97,34.08,4,9.87,34.26,5,9.86,34.35,2,9.72,33.96
1,9.53,43.42,3,9.41,43.49,2,9.21,43.47,5,9.47,43.82,4,9.75,43.71
1,8.93,52.35,3,9.02,52.51,2,8.93,52.40,5,8.96,52.78,4,8.91,52.62
1,9.12,1:01.47,3,9.13,1:01.64,2,9.13,1:01.53,5,9.07,1:01.85,4,9.16,1:01.78
1,9.16,1:10.63,3,9.23,1:10.87,2,9.24,1:10.77,5,9.25,1:11.10,4,9.21,1:10.99
1,8.94,1:19.57,2,8.84,1:19.71,2,8.94,1:19.71,5,9.16,1:20.26,4,9.22,1:20.21
1,8.89,1:28.46,2,8.82,1:28.53,3,9.03,1:28.721,5,9.16,1:29.402,4,9.14,1:29.338
