Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME
3,7.01,7.01,1,6.77,6.77,2,6.86,6.86,4,7.33,7.33
2,9.11,16.13,1,9.06,15.83,4,10.68,17.54,3,9.13,16.46
3,8.70,24.83,1,8.76,24.60,2,7.14,24.68,4,8.71,25.17
2,8.72,33.56,1,8.76,33.36,3,8.91,33.60,4,8.79,33.97
3,9.37,42.924,1,9.38,42.740,2,9.25,42.846,4,9.28,43.246
