Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME
2,14.44,14.44,3,14.45,14.45,4,14.50,14.50,1,14.30,14.30,5,14.86,14.86
2,12.44,26.88,4,12.58,27.03,3,12.51,27.01,1,12.49,26.79,5,12.23,27.10
2,12.16,39.05,4,12.23,39.27,3,12.18,39.20,1,12.15,38.95,5,12.27,39.37
2,11.50,50.55,3,11.50,50.78,4,11.58,50.78,1,11.47,50.43,5,11.47,50.85
1,10.69,1:01.25,3,10.67,1:01.45,4,10.71,1:01.49,2,10.88,1:01.31,5,10.88,1:01.73
2,10.29,1:11.54,3,10.18,1:11.63,4,10.15,1:11.64,1,9.94,1:11.25,5,10.21,1:11.95
4,10.00,1:21.55,2,9.60,1:21.24,3,9.87,1:21.51,1,9.64,1:20.90,5,10.04,1:22.00
3,9.95,1:31.50,1,9.28,1:30.52,4,10.02,1:31.54,2,10.03,1:30.93,5,10.11,1:32.11
3,10.01,1:41.506,1,9.89,1:40.404,4,10.24,1:41.780,2,10.47,1:41.397,5,10.69,1:42.793
