LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,13.14,13.14,2,13.27,13.27,3,13.39,13.39,4,13.50,13.50
1,10.41,23.55,2,10.38,23.65,3,10.34,23.73,4,10.32,23.82
1,10.14,33.69,2,10.17,33.82,3,10.21,33.94,4,10.24,34.06
1,9.67,43.36,2,9.63,43.45,3,9.59,43.53,4,9.62,43.68
1,9.60,52.96,2,9.60,53.05,3,9.63,53.16,4,9.61,53.29
1,9.47,1:02.43,2,9.49,1:02.54,3,9.45,1:02.61,4,9.47,1:02.76
1,9.31,1:11.74,2,9.29,1:11.83,3,9.30,1:11.91,4,9.38,1:12.14
1,9.35,1:21.09,3,9.54,1:21.37,2,9.31,1:21.22,4,9.66,1:21.80
1,9.58,1:30.667,2,9.57,1:30.934,0,,PEN,3,10.25,1:32.050
