Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,REN Haobo POSITION,REN Haobo LAP TIME,REN Haobo ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Aliaksandr VOLKAU POSITION,Aliaksandr VOLKAU LAP TIME,Aliaksandr VOLKAU ELAPSED TIME
2,6.93,6.93,1,6.80,6.80,4,7.32,7.32,3,7.10,7.10,5,7.59,7.59
2,9.00,15.93,1,8.80,15.60,4,8.98,16.30,3,9.00,16.10,5,9.15,16.74
2,8.55,24.48,1,8.34,23.94,4,8.42,24.72,3,8.53,24.63,5,8.77,25.51
2,8.63,33.11,1,8.51,32.45,3,8.60,33.32,4,8.80,33.43,5,9.02,34.53
2,8.83,41.94,1,8.70,41.15,4,9.22,42.54,3,8.90,42.33,5,9.40,43.93
