PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
1,6.80,6.80,3,7.06,7.06,2,7.04,7.04,4,7.30,7.30
1,8.91,15.71,3,9.05,16.11,2,8.84,15.88,4,8.99,16.29
1,8.48,24.19,3,8.50,24.61,2,8.49,24.37,4,8.64,24.93
1,8.55,32.74,3,8.65,33.26,2,8.55,32.92,4,8.85,33.78
1,8.82,41.556,3,8.94,42.192,2,8.86,41.776,4,9.11,42.884
