START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,12.28,12.28,2,12.13,12.13,5,12.40,12.40,1,12.11,12.11,3,12.25,12.25,7,12.76,12.76,6,12.57,12.57,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
5,18.17,30.45,2,17.87,30.00,3,17.75,30.15,1,17.71,29.82,4,18.03,30.28,7,17.99,30.75,6,18.00,30.57,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
6,15.39,45.84,3,15.54,45.54,1,15.23,45.38,2,15.58,45.40,4,15.39,45.67,7,15.41,46.16,5,15.21,45.78,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
6,12.77,58.61,3,12.73,58.27,1,12.66,58.04,2,12.75,58.15,4,12.69,58.36,7,12.59,58.75,5,12.67,58.45,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
6,12.56,1:11.17,3,12.55,1:10.82,1,12.48,1:10.52,2,12.51,1:10.66,4,12.60,1:10.96,7,12.54,1:11.29,5,12.62,1:11.07,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
6,12.12,1:23.29,2,12.02,1:22.84,1,12.28,1:22.80,3,12.30,1:22.96,4,12.05,1:23.01,7,12.11,1:23.40,5,12.05,1:23.12,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
5,10.87,1:34.16,1,11.12,1:33.96,2,11.19,1:33.99,3,11.11,1:34.07,4,11.14,1:34.15,6,10.83,1:34.23,7,11.17,1:34.29,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,9.67,1:43.83,3,10.04,1:44.00,4,10.11,1:44.10,5,10.22,1:44.29,6,10.28,1:44.43,2,9.66,1:43.89,7,10.36,1:44.65,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,9.85,1:53.68,3,9.87,1:53.87,4,9.83,1:53.93,5,9.73,1:54.02,6,9.71,1:54.14,2,9.87,1:53.76,7,9.88,1:54.53,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,9.88,2:03.56,3,9.89,2:03.76,4,9.93,2:03.86,5,9.95,2:03.97,6,10.00,2:04.14,2,9.91,2:03.67,7,9.85,2:04.38,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,9.79,2:13.35,3,9.81,2:13.57,4,9.85,2:13.71,5,9.88,2:13.85,6,9.82,2:13.96,2,9.74,2:13.41,7,9.98,2:14.36,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,9.82,2:23.17,3,9.83,2:23.40,4,9.85,2:23.56,5,9.86,2:23.71,6,9.86,2:23.82,2,9.83,2:23.24,7,10.30,2:24.66,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
1,10.00,2:33.17,3,9.98,2:33.38,4,9.97,2:33.53,5,9.97,2:33.68,6,9.95,2:33.77,2,10.01,2:33.25,7,10.94,2:35.60,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
2,10.13,2:43.318,3,10.07,2:43.461,4,10.11,2:43.659,5,10.15,2:43.845,6,10.20,2:43.973,1,10.10,2:43.311,7,11.45,2:47.059,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,w,RankingFinals,2
