Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
2,14.76,14.76,3,14.93,14.93,1,14.74,14.74,4,15.09,15.09
3,11.18,25.94,2,10.98,25.91,1,11.10,25.84,4,10.94,26.03
3,10.44,36.38,2,10.42,36.33,1,10.46,36.30,4,10.55,36.58
2,9.63,46.01,3,9.79,46.12,1,9.58,45.88,4,9.68,46.26
2,9.38,55.39,3,9.33,55.45,1,9.39,55.27,4,9.28,55.54
4,9.41,1:04.80,2,9.06,1:04.51,1,9.11,1:04.38,3,9.21,1:04.75
4,9.54,1:14.34,2,9.05,1:13.56,1,9.07,1:13.45,3,9.41,1:14.16
3,9.64,1:23.98,4,18.58,1:32.14,1,9.09,1:22.54,2,9.63,1:23.79
3,9.94,1:33.912,0,,notime,1,9.41,1:31.945,2,10.00,1:33.789
