HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME,GAERTNER Anna Katharina POSITION,GAERTNER Anna Katharina LAP TIME,GAERTNER Anna Katharina ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME
2,7.70,7.70,3,7.84,7.84,4,8.00,8.00,1,7.51,7.51,5,8.09,8.09
2,9.67,17.37,3,9.70,17.54,4,9.90,17.90,1,9.64,17.15,5,9.91,18.00
2,8.96,26.33,3,9.08,26.62,4,9.28,27.18,1,9.14,26.29,5,9.38,27.38
1,9.14,35.47,3,9.14,35.76,4,9.35,36.53,2,9.38,35.67,5,9.49,36.87
1,9.40,44.87,3,9.63,45.394,4,9.59,46.129,2,9.51,45.181,5,9.79,46.669
