Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME
2,15.754,15.754,1,15.419,15.419,3,15.980,15.980,4,15.998,15.998
2,11.121,26.874,1,11.248,26.667,4,11.013,26.992,3,10.985,26.982
3,10.002,36.876,1,10.056,36.722,4,10.051,37.043,2,9.760,36.742
3,9.944,46.820,1,9.839,46.560,4,9.922,46.964,2,9.943,46.684
4,10.258,57.077,1,10.289,56.849,3,10.080,57.044,2,10.206,56.890
3,10.284,1:07.360,1,10.249,1:07.097,4,10.478,1:07.522,2,10.250,1:07.140
3,10.236,1:17.596,1,10.178,1:17.275,4,10.090,1:17.611,2,10.244,1:17.383
4,10.188,1:27.783,3,10.357,1:27.631,1,9.991,1:27.602,2,10.227,1:27.610
3,9.74,1:37.522,2,9.79,1:37.417,4,10.10,1:37.700,1,9.78,1:37.384
