SONG Jaewon POSITION,SONG Jaewon LAP TIME,SONG Jaewon ELAPSED TIME,LEE Mi-Yeon POSITION,LEE Mi-Yeon LAP TIME,LEE Mi-Yeon ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,Sabrina BOURGELA POSITION,Sabrina BOURGELA LAP TIME,Sabrina BOURGELA ELAPSED TIME
1,13.44,13.44,3,13.78,13.78,2,13.76,13.76,4,13.88,13.88
1,10.43,23.87,2,10.16,23.94,3,10.41,24.17,4,10.43,24.31
1,10.46,34.33,2,10.52,34.46,3,10.50,34.67,4,10.49,34.80
2,10.78,45.11,1,10.62,45.08,3,10.66,45.33,4,10.66,45.46
1,10.65,55.76,2,10.72,55.80,3,10.72,56.05,4,10.70,56.16
1,10.62,1:06.38,2,10.61,1:06.41,3,10.60,1:06.65,4,10.66,1:06.82
1,10.34,1:16.72,2,10.46,1:16.87,3,10.39,1:17.04,4,10.26,1:17.08
1,10.38,1:27.10,2,10.31,1:27.18,3,15.26,1:32.30,4,39.48,1:56.56
2,10.63,1:37.727,1,10.41,1:37.587,0,,DQ,3,25.83,2:22.390
