Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,Ellen WIEGERS POSITION,Ellen WIEGERS LAP TIME,Ellen WIEGERS ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME
0,14.822,14.822,0,14.669,14.669,0,14.417,14.417,0,14.221,14.221
0,10.850,25.672,0,10.923,25.592,0,10.965,25.383,0,11.041,25.262
0,10.781,36.453,0,10.814,36.407,0,10.848,36.231,0,10.858,36.120
0,10.160,46.613,0,10.157,46.564,0,10.512,46.743,0,10.516,46.636
0,9.804,56.417,0,9.868,56.432,0,10.035,56.778,0,9.949,56.585
0,10.176,1:06.593,0,10.077,1:06.508,0,10.079,1:06.857,0,10.120,1:06.705
0,10.194,1:16.787,0,10.126,1:16.635,0,10.181,1:17.038,0,10.166,1:16.871
0,10.209,1:26.997,0,10.209,1:26.844,0,10.192,1:27.230,0,10.235,1:27.106
0,10.130,1:37.127,0,10.232,1:37.076,0,,,0,10.598,1:37.704
