WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,LETAI Julie POSITION,LETAI Julie LAP TIME,LETAI Julie ELAPSED TIME,DANNEEL Alexandra POSITION,DANNEEL Alexandra LAP TIME,DANNEEL Alexandra ELAPSED TIME
1,7.59,7.59,3,7.88,7.88,5,8.15,8.15,1,7.59,7.59,4,7.97,7.97
2,9.92,17.51,3,9.78,17.66,5,9.77,17.92,1,9.91,17.50,4,9.87,17.84
2,9.64,27.15,1,9.14,26.80,5,9.50,27.42,3,9.75,27.25,4,9.49,27.33
2,9.31,36.46,1,9.19,35.99,5,9.59,37.01,3,9.41,36.66,4,9.63,36.96
2,9.59,46.056,1,9.45,45.44,4,9.61,46.621,3,9.44,46.101,5,10.08,47.042
