BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
3,13.35,13.35,2,13.27,13.27,1,13.17,13.17,4,13.38,13.38
2,10.16,23.51,1,10.18,23.45,3,10.35,23.52,4,10.35,23.73
2,10.16,33.67,1,10.10,33.55,4,10.24,33.76,3,10.01,33.74
2,9.88,43.55,1,9.87,43.42,3,9.89,43.65,4,10.05,43.79
2,9.50,53.05,1,9.52,52.94,3,9.51,53.16,4,9.53,53.32
2,9.14,1:02.19,1,9.12,1:02.06,3,9.06,1:02.22,4,9.26,1:02.58
2,9.14,1:11.33,1,9.05,1:11.11,3,9.26,1:11.48,4,9.50,1:12.08
2,9.35,1:20.68,1,9.31,1:20.42,3,9.32,1:20.80,4,9.90,1:21.98
2,9.74,1:30.415,1,9.96,1:30.376,3,9.87,1:30.670,4,10.48,1:32.454
