NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,YANG Yang POSITION,YANG Yang LAP TIME,YANG Yang ELAPSED TIME
2,14.40,,3,14.42,14.42,5,14.51,14.51,1,14.27,14.27,4,14.47,
2,10.42,,3,10.55,24.97,4,10.54,25.05,1,10.20,24.47,5,22.14,
2,10.46,,3,10.35,35.32,4,10.38,35.43,1,10.67,35.14,5,17.82,
3,10.20,,2,10.07,45.39,4,10.14,45.57,1,10.13,45.27,5,14.24,
4,10.36,,3,10.37,55.76,1,9.97,55.54,2,10.37,55.64,5,12.54,
4,9.94,,3,9.92,1:05.68,1,9.89,1:05.43,2,9.88,1:05.52,5,13.43,
3,9.90,,4,10.23,1:15.91,1,10.01,1:15.44,2,10.06,1:15.58,5,12.93,
3,9.85,,4,9.78,1:25.69,1,9.87,1:25.31,2,9.84,1:25.42,5,14.42,
2,9.72,,3,9.81,1:35.486,1,9.80,1:35.095,2,9.95,1:35.354,5,13.85,
