Sabrina BOURGELA POSITION,Sabrina BOURGELA LAP TIME,Sabrina BOURGELA ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
5,13.89,13.89,4,13.75,13.75,1,13.26,13.26,3,13.53,13.53,2,13.43,13.43
5,10.09,23.98,4,10.14,23.89,2,10.44,23.70,1,10.05,23.58,3,10.39,23.82
5,10.30,34.28,4,10.26,34.15,1,10.10,33.80,3,10.41,33.99,2,10.16,33.98
5,10.21,44.49,4,10.21,44.36,1,10.24,44.04,3,10.26,44.25,2,10.16,44.14
5,10.24,54.73,4,10.28,54.64,1,10.23,54.27,3,10.27,54.52,2,10.25,54.39
5,10.03,1:04.76,4,9.99,1:04.63,1,10.01,1:04.28,3,10.00,1:04.52,2,10.00,1:04.39
5,9.79,1:14.55,4,9.73,1:14.36,1,9.84,1:14.12,3,9.74,1:14.26,2,9.84,1:14.23
5,9.67,1:24.22,4,9.81,1:24.17,1,9.81,1:23.93,3,9.80,1:24.06,2,9.79,1:24.02
5,10.31,1:34.525,4,10.04,1:34.202,1,9.97,1:33.895,2,9.89,1:33.942,3,10.09,1:34.109
