BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME
5,16.40,16.40,1,7.36,7.36,4,7.98,7.98,2,7.83,7.83,3,7.97,7.97
5,18.34,34.74,1,9.70,17.06,4,9.84,17.82,2,9.61,17.44,3,9.61,17.58
5,12.83,47.57,1,9.34,26.40,4,8.99,26.81,2,9.02,26.46,3,8.94,26.52
5,11.66,59.23,2,9.46,35.86,4,9.20,36.01,1,9.27,35.73,3,9.36,35.88
5,11.11,1:10.34,3,9.49,45.35,4,9.45,45.46,0,,PHOTO,0,,PHOTO
