Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,14.285,14.285,1,14.214,14.214,3,14.440,14.440,4,14.716,14.716
3,12.019,26.303,1,11.998,26.212,4,11.944,26.384,2,11.570,26.285
1,10.616,36.919,2,11.042,37.254,4,10.943,37.326,3,11.022,37.307
1,9.857,46.775,3,10.050,47.303,4,10.066,47.392,2,9.991,47.297
1,9.782,56.557,3,9.740,57.043,4,9.860,57.251,2,9.691,56.988
1,9.625,1:06.182,2,9.615,1:06.658,4,10.271,1:07.522,3,9.698,1:06.685
1,9.616,1:15.798,2,9.650,1:16.307,4,10.708,1:18.230,3,9.825,1:16.510
1,9.768,1:25.565,2,9.668,1:25.975,4,11.105,1:29.335,3,10.368,1:26.877
1,10.50,1:36.060,2,10.23,1:36.202,4,11.56,1:40.890,3,11.04,1:37.915
