Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
1,6.477,6.477,3,6.890,6.890,2,6.731,6.731,4,7.010,7.010,5,7.101,7.101
1,9.150,15.627,3,8.981,15.871,2,9.053,15.783,4,8.923,15.933,5,9.168,16.268
1,8.942,24.568,4,8.955,24.826,3,9.031,24.814,2,8.690,24.623,5,8.800,25.067
1,8.996,33.564,2,8.982,33.807,5,9.138,33.952,4,9.292,33.914,3,8.757,33.824
1,9.52,43.075,2,9.33,43.136,0,,DQ,4,9.65,43.563,3,9.35,43.173
