SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.75,6.75,2,6.80,6.80,4,7.06,7.06,3,6.92,6.92
1,8.94,15.70,2,8.93,15.73,4,9.23,16.30,3,9.31,16.24
1,8.63,24.33,2,8.64,24.37,4,8.63,24.93,3,8.63,24.88
1,8.70,33.03,2,8.76,33.14,3,8.50,33.43,4,8.59,33.47
1,8.79,41.814,2,8.76,41.898,4,9.00,42.426,3,8.65,42.114
