LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
2,6.90,6.90,1,6.62,6.62,4,7.05,7.05,3,6.98,6.98
2,8.95,15.85,1,8.93,15.55,3,9.03,16.08,4,9.26,16.24
2,8.49,24.34,1,8.65,24.20,3,8.62,24.70,4,8.65,24.89
2,8.82,33.16,1,8.60,32.80,3,8.61,33.31,4,9.07,33.96
2,8.78,41.933,1,9.07,41.867,3,8.94,42.249,4,9.33,43.290
