Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
4,13.890,13.890,2,13.720,13.720,1,13.560,13.560,3,13.800,13.800
4,10.960,24.860,1,10.810,24.540,2,11.070,24.630,3,10.860,24.670
4,10.840,35.700,2,10.840,35.390,1,10.680,35.310,3,10.840,35.510
4,10.430,46.140,1,10.470,45.860,2,10.680,46.000,3,10.550,46.070
4,10.040,56.190,1,9.920,55.780,3,10.020,56.020,2,9.910,55.990
4,9.600,1:05.790,1,9.390,1:05.180,2,9.270,1:05.300,3,9.370,1:05.360
4,9.740,1:15.530,1,9.320,1:14.500,3,9.270,1:14.580,2,9.210,1:14.570
4,9.920,1:25.460,1,9.340,1:23.850,3,9.300,1:23.880,2,9.290,1:23.860
4,10.300,1:35.770,1,9.490,1:33.340,2,9.600,1:33.490,3,10.250,1:34.120
