Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
2,6.875,6.875,3,6.909,6.909,1,6.583,6.583,5,7.340,7.340,4,7.161,7.161
2,9.183,16.058,3,9.306,16.215,1,9.283,15.866,5,9.297,16.636,4,9.153,16.314
2,8.830,24.887,4,9.046,25.260,1,8.761,24.626,5,8.810,25.446,3,8.785,25.098
4,9.142,34.028,3,8.727,33.987,1,8.895,33.520,5,8.908,34.354,2,8.639,33.737
0,,DQ,3,9.35,43.331,1,9.25,42.763,4,9.23,43.576,2,9.19,42.923
