van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
1,7.15,7.15,2,7.36,7.36,3,7.71,7.71,4,7.76,7.76,5,7.90,7.90
1,9.23,16.38,2,9.42,16.78,4,9.53,17.24,3,9.43,17.19,5,9.46,17.36
1,8.85,25.23,2,8.91,25.69,4,8.82,26.06,3,8.78,25.97,5,8.80,26.16
1,8.97,34.20,2,9.14,34.83,4,8.89,34.95,3,8.87,34.84,5,8.89,35.05
1,9.15,43.35,5,9.51,44.341,3,9.14,44.09,2,9.16,44.00,4,9.10,44.152
