CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,FONG Fiona Kama POSITION,FONG Fiona Kama LAP TIME,FONG Fiona Kama ELAPSED TIME
2,15.413,15.413,1,14.765,14.765,3,15.624,15.624,4,16.032,16.032
2,10.922,26.335,1,11.067,25.832,3,10.809,26.433,4,12.038,28.070
2,10.744,37.078,1,11.184,37.015,3,10.806,37.238,4,12.176,40.245
1,10.345,47.423,3,10.798,47.813,2,10.286,47.524,4,12.556,52.800
1,10.751,58.174,3,10.576,58.389,2,10.662,58.185,4,12.984,1:05.783
1,10.466,1:08.640,3,10.658,1:09.046,2,10.490,1:08.675,4,13.408,1:19.191
1,10.201,1:18.840,3,10.842,1:19.888,2,10.324,1:18.998,4,13.953,1:33.144
1,10.523,1:29.362,3,10.971,1:30.859,2,10.472,1:29.469,4,14.056,1:47.199
1,10.38,1:39.739,3,11.67,1:42.525,2,10.37,1:39.833,4,14.49,2:01.683
