Ivanie BLONDIN POSITION,Ivanie BLONDIN LAP TIME,Ivanie BLONDIN ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Melissa SNYMAN POSITION,Melissa SNYMAN LAP TIME,Melissa SNYMAN ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
2,14.584,14.584,1,14.506,14.506,4,15.097,15.097,3,14.778,14.778
2,12.066,26.650,1,12.048,26.554,4,11.745,26.842,3,11.977,26.754
1,11.501,38.151,3,11.813,38.366,4,11.692,38.533,2,11.489,38.243
1,11.018,49.168,3,11.045,49.411,4,11.771,50.304,2,11.106,49.348
1,10.882,1:00.050,3,11.389,1:00.799,4,11.855,1:02.159,2,10.939,1:00.286
2,11.076,1:11.125,3,10.608,1:11.406,4,12.551,1:14.710,1,10.429,1:10.715
2,10.641,1:21.766,3,10.427,1:21.833,4,13.154,1:27.864,1,10.809,1:21.523
2,11.339,1:33.105,3,11.341,1:33.174,4,14.129,1:41.992,1,11.319,1:32.842
1,10.72,1:43.825,2,11.12,1:44.288,4,14.36,1:56.347,3,11.93,1:44.767
