Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME
1,7.26,7.26,3,7.64,7.64,5,7.81,7.81,2,7.38,7.38,4,7.80,7.80
1,9.36,16.62,3,9.47,17.11,4,9.65,17.46,2,9.53,16.91,5,9.70,17.50
1,8.89,25.51,2,8.87,25.98,4,8.83,26.29,3,9.29,26.20,5,9.14,26.64
1,9.01,34.52,2,8.83,34.81,3,8.86,35.15,4,9.35,35.55,5,9.22,35.86
1,9.30,43.82,2,9.15,43.96,3,8.86,44.01,4,9.42,44.97,5,9.47,45.33
