LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Grant HESTER POSITION,Grant HESTER LAP TIME,Grant HESTER ELAPSED TIME
1,7.05,7.05,3,7.37,7.37,2,7.16,7.16,4,7.49,7.49
1,9.04,16.09,3,9.17,16.54,2,9.05,16.21,4,9.20,16.69
1,8.56,24.65,3,8.75,25.29,2,8.58,24.79,4,8.99,25.68
1,8.74,33.39,3,8.93,34.22,2,8.82,33.61,4,9.09,34.77
1,9.04,42.428,3,9.15,43.364,2,9.36,42.964,4,9.45,44.211
