BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
2,12.28,12.28,1,12.25,12.25,3,12.44,12.44,4,12.58,12.58,5,12.68,12.68
3,9.54,21.82,1,9.48,21.73,2,9.33,21.77,4,9.36,21.94,5,9.30,21.98
4,9.16,30.98,1,9.02,30.75,2,9.08,30.85,5,9.19,31.13,3,8.92,30.90
3,8.84,39.82,1,8.91,39.66,2,8.88,39.73,4,8.69,39.82,5,9.06,39.96
5,9.45,49.27,1,8.97,48.63,2,9.00,48.73,4,9.20,49.02,3,8.90,48.86
5,8.98,58.25,1,9.10,57.73,2,9.07,57.80,4,8.99,58.01,3,9.06,57.92
5,9.15,1:07.40,1,9.09,1:06.82,2,9.09,1:06.89,4,9.11,1:07.12,3,9.03,1:06.95
5,9.45,1:16.85,1,9.17,1:15.99,4,9.65,1:16.54,3,9.15,1:16.27,2,9.24,1:16.19
4,10.29,1:27.137,1,9.32,1:25.308,3,9.09,1:25.622,2,9.29,1:25.551,0,,PEN
