Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Alexander SEKISOV POSITION,Alexander SEKISOV LAP TIME,Alexander SEKISOV ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
1,13.643,13.643,4,13.883,13.883,3,13.834,13.834,2,13.766,13.766
4,11.120,24.762,2,10.803,24.686,1,10.797,24.630,3,10.943,24.709
3,10.618,35.380,2,10.689,35.374,4,10.801,35.431,1,10.578,35.286
2,10.690,46.069,3,10.728,46.102,4,10.712,46.143,1,10.550,45.835
4,10.379,56.447,2,10.176,56.277,1,10.106,56.248,3,10.460,56.295
4,9.586,1:06.033,3,9.570,1:05.847,1,9.422,1:05.670,2,9.449,1:05.744
4,9.627,1:15.659,3,9.635,1:15.481,2,9.669,1:15.339,1,9.238,1:14.981
4,9.808,1:25.467,2,9.680,1:25.161,1,9.676,1:25.015,3,10.258,1:25.239
4,9.84,1:35.303,2,9.69,1:34.847,1,9.73,1:34.737,3,10.05,1:35.287
