Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
1,14.107,14.107,2,14.241,14.241,4,15.319,15.319,3,14.452,14.452
2,10.894,25.001,1,10.655,24.897,3,9.779,25.098,4,10.797,25.249
1,10.519,35.519,2,10.751,35.648,3,10.742,35.840,4,10.650,35.899
1,10.367,45.886,2,10.340,45.988,3,10.223,46.063,4,10.467,46.366
1,9.619,55.505,2,9.548,55.536,3,9.568,55.632,4,10.538,56.904
1,9.845,1:05.350,2,9.932,1:05.468,3,10.012,1:05.643,4,10.759,1:07.663
1,10.027,1:15.377,2,9.963,1:15.432,3,9.854,1:15.498,4,10.855,1:18.518
3,9.776,1:25.153,1,9.630,1:25.062,2,9.654,1:25.151,4,11.180,1:29.698
1,9.721,1:34.874,2,9.880,1:34.942,3,9.873,1:35.024,4,11.486,1:41.183
