Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Bejamin WHITESIDE POSITION,Bejamin WHITESIDE LAP TIME,Bejamin WHITESIDE ELAPSED TIME
2,7.35,7.35,1,7.08,7.08,3,7.47,7.47,4,7.58,7.58,5,8.22,8.22
2,8.95,16.30,1,9.17,16.25,3,9.09,16.56,4,9.13,16.71,5,10.02,18.24
1,8.50,24.80,2,8.65,24.90,3,8.61,25.17,4,8.57,25.28,5,9.51,27.75
1,8.75,33.55,2,8.81,33.71,3,8.69,33.86,4,8.74,34.02,5,9.55,37.30
1,8.94,42.49,2,8.85,42.56,3,8.95,42.787,4,8.95,42.946,5,10.16,47.433
