HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME
1,6.76,6.76,2,6.86,6.86,3,7.07,7.07,4,7.24,7.24
1,8.74,15.50,2,8.90,15.76,3,8.80,15.87,4,8.77,16.01
1,8.20,23.70,2,8.20,23.96,3,8.24,24.11,4,8.18,24.19
1,8.41,32.11,2,8.26,32.22,4,8.35,32.46,3,8.24,32.43
1,8.55,40.66,2,8.54,40.76,4,8.85,41.31,3,8.59,41.02
