WARREN Sarah POSITION,WARREN Sarah LAP TIME,WARREN Sarah ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,PARK Jung Hyun POSITION,PARK Jung Hyun LAP TIME,PARK Jung Hyun ELAPSED TIME
1,7.39,7.39,2,7.62,7.62,3,7.69,7.69,4,7.79,7.79
1,10.25,17.64,4,10.64,18.26,3,10.12,17.81,2,9.91,17.70
1,9.93,27.57,2,9.82,28.08,3,11.97,29.78,4,16.98,34.68
1,10.20,37.77,2,10.52,38.60,3,13.35,43.13,4,14.65,49.33
1,10.48,48.241,2,11.03,49.624,3,10.70,53.823,4,10.96,1:00.289
