SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
1,6.86,,2,6.94,6.94,3,7.04,7.04,4,7.21,7.21,5,7.33,7.33
1,8.95,,2,9.01,15.95,2,8.91,15.95,4,8.85,16.06,5,8.84,16.17
1,8.43,,3,8.50,24.45,2,8.40,24.35,4,8.58,24.64,5,8.57,24.74
1,8.36,,3,8.35,32.80,2,8.36,32.71,4,8.37,33.01,5,8.40,33.14
4,9.66,,0,8.92,41.72,4,11.02,43.734,1,8.60,41.61,3,8.61,41.756
