Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Andrea DO-DUC POSITION,Andrea DO-DUC LAP TIME,Andrea DO-DUC ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,KIM Dam Min POSITION,KIM Dam Min LAP TIME,KIM Dam Min ELAPSED TIME
1,13.64,13.64,2,13.72,13.72,3,13.82,13.82,4,14.02,14.02
1,10.30,23.94,2,10.29,24.01,3,10.27,24.09,4,10.19,24.21
1,10.31,34.25,2,10.34,34.35,3,10.35,34.44,4,10.34,34.55
2,10.29,44.54,1,10.18,44.53,3,10.26,44.70,4,10.31,44.86
4,10.35,54.89,1,10.07,54.60,2,9.99,54.69,3,9.93,54.79
4,9.86,1:04.75,1,9.91,1:04.51,2,9.89,1:04.58,3,9.88,1:04.67
4,9.85,1:14.60,1,9.84,1:14.35,2,9.84,1:14.42,3,9.81,1:14.48
4,9.87,1:24.47,3,10.07,1:24.42,1,9.79,1:24.21,2,9.83,1:24.31
4,10.28,1:34.750,3,10.26,1:34.671,1,9.84,1:34.042,2,9.76,1:34.069
