FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.53,7.53,2,7.79,7.79,3,7.95,7.95
1,9.55,17.08,2,9.55,17.34,3,9.39,17.34
1,9.16,26.24,3,9.70,27.04,2,9.55,26.89
1,9.38,35.62,3,9.51,36.55,2,9.42,36.31
1,9.72,45.340,3,9.88,46.426,2,9.61,45.913
