Lucas PAREDES POSITION,Lucas PAREDES LAP TIME,Lucas PAREDES ELAPSED TIME,Tomas GIACOMELLI POSITION,Tomas GIACOMELLI LAP TIME,Tomas GIACOMELLI ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,LAZENBY Armstrong POSITION,LAZENBY Armstrong LAP TIME,LAZENBY Armstrong ELAPSED TIME
4,7.85,7.85,2,7.40,7.40,1,6.93,6.93,3,7.61,7.61
4,11.23,19.08,2,9.44,16.84,1,9.04,15.97,3,9.55,17.16
4,18.62,37.70,2,9.05,25.89,1,8.86,24.83,3,9.21,26.37
4,11.50,49.20,2,9.27,35.16,1,8.98,33.81,3,9.42,35.79
4,11.40,1:00.600,2,9.53,44.690,1,9.16,42.968,3,9.70,45.481
